app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck
1461420,Subway Train Simulator 2D,2020-12-01,True,False,False,Positive,93,15,4.99,4.99,0.0,True
2354080,Call of Duty Endowment (C.O.D.E.) - Valkyrie Pack,2023-05-17,True,False,False,Positive,87,16,9.99,9.99,0.0,True
1751921,Curious Expedition 2 - Robots of Lux,2022-09-15,True,False,False,Mixed,68,45,5.99,5.99,0.0,True
329430,State of Decay: YOSE,2015-04-27,True,False,False,Very Positive,81,8361,19.99,19.99,0.0,True
371500,Grey Cubes,2015-05-15,True,True,True,Very Positive,88,346,0.0,0.0,0.0,True
1412680,THE ORIGIN: Blind Maid,2021-07-22,True,False,False,Mixed,47,19,19.99,19.99,0.0,True
2269280,Pretend Cars Racing,2023-03-08,True,False,False,Positive,100,18,4.99,4.99,0.0,True
2241970,Sugar Tanks,2023-06-02,True,False,False,Positive,100,26,9.99,9.99,0.0,True
987740,Donald VS Martians,2019-04-19,True,False,False,Mixed,68,16,0.99,0.99,0.0,True
384150,TeraBlaster,2015-07-10,True,True,False,Mixed,69,1040,0.0,0.0,0.0,True
418160,Garden Rescue: Christmas Edition,2015-11-09,True,False,False,Positive,83,18,3.99,3.99,0.0,True
529020,Virtual-O,2016-12-07,True,False,False,Very Positive,89,102,39.99,39.99,0.0,True
793760,My Sweet Waifu,2018-03-07,True,False,False,Mixed,46,28,3.99,3.99,0.0,True
707580,AFFECTED: The Manor - The Complete Edition,2017-10-03,True,False,False,Mostly Positive,79,151,9.99,9.99,0.0,True
2108420,Climb Challenge - Castle,2022-08-17,True,True,True,Mostly Positive,71,14,9.99,99.99,90.0,True
714080,BLACK CLOVER: QUARTET KNIGHTS,2018-09-13,True,False,False,Mostly Positive,78,556,49.99,49.99,0.0,True
1045100,Smartphone Tycoon - Sandbox DLC,2019-03-06,True,False,False,Mostly Negative,22,70,1.99,1.99,0.0,True
1673230,Angle Soccer,2021-07-21,True,False,True,Positive,100,14,0.99,0.99,0.0,True
1017480,WarGround,2019-02-02,True,False,False,Mixed,55,20,0.0,0.0,0.0,True
376932,Train Simulator: Feather River Canyon Route Add-On,2016-02-15,True,False,False,Very Positive,86,68,24.99,24.99,0.0,True
63399,Sniper Elite V2 - The Landwehr Canal Pack,2012-10-18,True,False,False,Very Positive,81,55,4.99,4.99,0.0,True
1016250,100$,2019-02-01,True,False,False,Very Positive,85,80,0.99,0.99,0.0,True
386110,Raywin,2015-07-29,True,False,False,Mixed,51,43,2.99,2.99,0.0,True
799331,Ancestors Legacy - Digital Soundtrack,2018-05-22,False,False,False,Positive,95,23,7.99,7.99,0.0,True
1531605,Evil Genius 2: Portal Pack,2021-09-14,True,False,False,Mostly Positive,79,48,0.0,0.0,0.0,True
1976160,Pixel Palette Creator 🎨🖌️,2022-05-16,True,False,False,Positive,90,22,0.0,0.0,0.0,True
681190,Secrets of Arcadia,2017-10-02,True,True,False,Positive,90,11,4.99,4.99,0.0,True
368360,60 Seconds!,2015-05-25,True,True,False,Very Positive,83,9857,8.99,8.99,0.0,True
302020,Two Worlds II Strategy Guide,2015-05-22,True,True,False,Mixed,50,10,9.99,9.99,0.0,True
431730,Aseprite,2016-02-22,True,True,True,Overwhelmingly Positive,99,11608,20.0,0.0,0.0,True
817860,Perceptions of the Dead 2,2018-06-14,True,True,True,Very Positive,94,55,7.99,7.99,0.0,True
638650,Sword Art Online Re: Hollow Fragment,2018-08-20,True,False,False,Very Positive,80,1575,19.99,19.99,0.0,True
379560,FSX: Steam Edition - HD Airport Graphics Add-On,2016-01-12,True,False,False,Mostly Positive,71,167,12.99,12.99,0.0,True
1293620,Assemble with Care Soundtrack,2020-05-01,False,False,False,Positive,94,18,0.0,0.0,0.0,True
216172,AirMech Strike Pack,2012-10-05,True,False,False,Positive,83,18,9.99,9.99,0.0,True
363420,Leap of Fate,2016-03-30,True,False,False,Very Positive,88,310,15.99,15.99,0.0,True
812770,Lunapark VR,2018-03-09,True,False,False,Mixed,57,19,1.99,1.99,0.0,True
1538750,Master of Pieces © Jigsaw Puzzles,2021-12-17,True,False,False,Positive,90,22,0.0,0.0,0.0,True
906030,NOCE,2018-11-26,True,False,False,Mixed,66,12,17.99,17.99,0.0,True
559210,Rakuen,2017-05-10,True,True,True,Overwhelmingly Positive,97,4141,14.99,14.99,0.0,True
1259240,//TODO: today,2021-04-10,True,True,True,Very Positive,95,337,0.0,0.0,0.0,True
562260,WAVESHAPER,2017-05-03,True,False,True,Very Positive,89,290,1.99,1.99,0.0,True
672271,Car Mechanic Simulator 2018 - Dodge DLC,2017-07-28,True,True,False,Mixed,69,107,4.99,4.99,0.0,True
491180,Discrepant,2019-12-07,True,False,False,Mixed,55,20,0.0,0.0,0.0,True
944120,Abalyte,2018-10-15,True,False,False,Mixed,65,194,0.0,0.0,0.0,True
882040,The Outpost Nine: Episode 1,2018-07-27,True,True,False,Mostly Positive,77,35,4.99,4.99,0.0,True
672680,Call of War: World War 2,2017-10-21,True,True,False,Mixed,69,4085,0.0,0.0,0.0,True
320372,Raid Mode: Throwback Map Pack,2015-02-24,True,False,False,Mixed,46,43,4.99,4.99,0.0,True
494170,Miniature Garden,2017-03-30,True,False,False,Very Positive,82,51,19.99,19.99,0.0,True
565110,Mobile Astro,2016-12-15,True,False,False,Mostly Positive,73,162,0.0,0.0,0.0,True
1035510,Ultimate Zombie Defense,2020-12-08,True,True,False,Very Positive,86,1115,4.99,4.99,0.0,True
1068640,Village Feud,2019-06-21,True,False,False,Mixed,69,295,3.99,3.99,0.0,True
2453770,Pop and Chicks,2023-06-22,True,False,False,Positive,100,13,1.49,1.99,25.0,True
742510,Psikodelya,2019-08-07,True,False,False,Mostly Positive,71,14,14.99,14.99,0.0,True
317600,Company of Heroes: Eastern Front,2017-06-01,True,False,False,Very Positive,86,1355,0.0,0.0,0.0,True
874343,SOULCALIBUR VI - DLC5: Character Creation Set B,2019-05-15,True,False,False,Mostly Negative,37,40,5.99,5.99,0.0,True
1212190,deer hunter II,2020-01-17,True,True,False,Positive,83,43,2.99,2.99,0.0,True
1948290,Before The Last Hour,2022-05-16,True,False,False,Mostly Positive,78,33,24.99,24.99,0.0,True
2278550,Deck of the Dead,2023-03-14,True,False,False,Positive,82,29,0.0,0.0,0.0,True
609850,Slinger VR,2020-04-23,True,False,False,Positive,83,18,14.99,14.99,0.0,True
306700,Iron Fisticle,2014-09-16,True,False,False,Very Positive,86,292,8.99,8.99,0.0,True
635310,Ski Sniper,2017-05-18,True,True,False,Very Positive,84,197,4.99,4.99,0.0,True
516430,Ruin of the Reckless,2017-04-26,True,False,False,Mostly Positive,73,42,9.99,9.99,0.0,True
284830,Clockwork Tales: Of Glass and Ink,2014-04-24,True,True,True,Very Positive,90,562,9.99,9.99,0.0,True
1978800,AQtion,2022-06-01,True,True,True,Mostly Positive,78,302,0.0,0.0,0.0,True
729300,Cleansuit,2017-11-01,True,True,False,Positive,100,30,3.99,3.99,0.0,True
2151820,Zombie Arena,2022-10-15,True,False,False,Positive,82,34,0.37,1.99,81.0,True
1172280,BUS SIMULATOR,2019-11-18,True,False,False,Positive,86,38,0.0,0.0,0.0,True
743130,MewnBase,2018-12-07,True,False,True,Very Positive,94,985,9.99,9.99,0.0,True
2323870,乱世无双,2023-03-08,True,False,False,Very Positive,94,75,0.0,0.0,0.0,True
470260,Event[0],2016-09-14,True,True,False,Mostly Positive,78,1309,19.99,19.99,0.0,True
517550,The Enlightened League of Bone Builders and the Osseous Enigma,2016-08-29,True,False,False,Mostly Positive,73,30,0.0,0.0,0.0,True
1781640,Spermicide,2021-10-24,True,False,False,Positive,100,10,0.99,0.99,0.0,True
1028800,Survival Camp,2019-12-31,True,False,False,Mixed,47,197,10.99,10.99,0.0,True
444220,Asteroid Bounty Hunter,2016-02-24,True,True,True,Mixed,61,223,1.09,10.99,90.0,True
1454640,A Tale of Paper: Refolded,2022-08-19,True,False,False,Positive,87,40,19.99,19.99,0.0,True
2269460,創業王 CEO,2023-01-20,True,False,False,Positive,92,14,9.99,9.99,0.0,True
1491340,Marble World,2022-09-30,True,False,False,Very Positive,89,715,19.99,19.99,0.0,True
423630,Assetto Corsa - Dream Pack 3,2015-12-15,True,False,False,Very Positive,97,175,6.99,6.99,0.0,True
820203,Train Simulator: Portsmouth Direct Line: London Waterloo - Portsmouth Route Add-On,2018-07-13,True,False,False,Mostly Positive,73,110,24.99,24.99,0.0,True
621840,Monster Slayers - Advanced Classes Unlocker,2017-04-07,True,True,False,Mixed,60,10,0.53,1.99,73.0,True
322930,aerofly RC 7,2014-11-06,True,False,False,Very Positive,81,183,39.99,39.99,0.0,True
1462530,CARRION Deluxe Edition Content,2020-10-30,True,True,True,Mostly Positive,78,33,9.99,9.99,0.0,True
364200,Farabel,2016-10-14,True,True,True,Mixed,68,63,9.99,9.99,0.0,True
2197160,Castle Of Secrets: Prologue,2022-11-18,True,False,False,Very Positive,83,259,0.0,0.0,0.0,True
1915660,Vamps For The Memories,2022-03-10,True,True,False,Positive,88,25,0.0,0.0,0.0,True
282880,FaeVerse Alchemy,2014-04-02,True,False,False,Mixed,65,330,0.0,0.0,0.0,True
1187790,FULLCHOKE : Clay Shooting VR,2019-11-27,True,False,False,Mostly Positive,77,18,16.99,16.99,0.0,True
965920,RocketGO,2018-11-26,True,True,False,Positive,84,25,0.0,0.0,0.0,True
1625960,Loverowind,2021-05-19,True,False,False,Mostly Positive,74,59,0.59,0.99,40.0,True
2163330,Yet Another Zombie Survivors,2023-07-13,True,False,False,Very Positive,89,3924,10.0,0.0,0.0,True
1877111,The Quarry – Deluxe Bonus Content Pack,2022-06-29,True,False,False,Mostly Positive,74,27,14.99,14.99,0.0,True
1662503,World of Tanks — French Express Pack,2021-06-24,True,False,False,Very Positive,82,215,5.99,5.99,0.0,True
1464740,Moving Out - Movers in Paradise,2021-02-25,True,False,False,Positive,95,22,7.49,7.49,0.0,True
1269990,Wishy Washy,2020-05-08,True,True,False,Positive,81,16,0.0,0.0,0.0,True
924650,Hifuu Nightmare Diary ~ Violet Detector.,2018-09-04,True,False,False,Mostly Positive,76,252,10.99,10.99,0.0,True
1832140,Epic Tower for Tireless Lovers,2021-12-18,True,False,False,Mostly Positive,78,14,0.0,0.0,0.0,True
1060060,GOLF in PAPER,2019-12-13,True,False,False,Mixed,40,10,1.99,1.99,0.0,True
796900,Trivia Vault: Mixed Trivia 2,2018-02-13,True,False,False,Mixed,66,39,14.99,14.99,0.0,True
648780,It's Quiz Time,2017-11-30,True,False,False,Mostly Positive,71,181,19.99,19.99,0.0,True
283940,Freddi Fish and the Case of the Missing Kelp Seeds,2014-04-17,True,True,True,Very Positive,97,418,6.99,6.99,0.0,True
1637251,Train Simulator: Southwestern Expressways: Reading - Exeter Route Add-On,2021-07-23,True,False,False,Mixed,60,10,22.04,44.99,51.0,True
1753400,Visite virtuelle de l'Assemblée nationale,2021-09-16,True,False,False,Mostly Positive,77,49,0.0,0.0,0.0,True
1652490,Boxing Club Manager,2022-10-07,True,True,False,Mixed,60,66,39.99,39.99,0.0,True
466300,Planescape: Torment: Enhanced Edition,2017-04-11,True,True,True,Very Positive,94,3396,19.99,19.99,0.0,True
492140,Dead by Daylight - Original Soundtrack,2016-06-14,False,False,False,Very Positive,82,281,9.99,9.99,0.0,True
1870630,Virtual Virtual Reality 2,2022-10-25,True,False,False,Mixed,41,17,19.99,19.99,0.0,True
561230,Special Delivery,2016-12-16,True,False,False,Mixed,57,21,9.99,9.99,0.0,True
845640,Sonic Mania - Encore DLC,2018-07-17,True,False,False,Very Positive,90,591,4.99,4.99,0.0,True
1304660,Vagrus - The Riven Realms: Prologue,2020-07-10,True,True,True,Mostly Positive,71,155,0.0,0.0,0.0,True
1072150,Hedon Bloodrite,2019-05-16,True,False,True,Very Positive,94,1252,16.99,16.99,0.0,True
654440,Isotiles - Isometric Puzzle Game,2017-06-16,True,True,False,Very Positive,86,167,1.99,1.99,0.0,True
337150,Sentinels of the Multiverse,2014-12-22,True,True,True,Very Positive,93,1029,9.99,9.99,0.0,True
761590,Monster Hunter: World - Gesture: Air Splits,2018-10-04,True,False,False,Positive,100,10,1.99,1.99,0.0,True
1467260,PSIONIC,2020-11-20,True,False,False,Positive,83,24,0.28,0.99,71.0,True
787990,Resume: The Video Game,2018-03-03,True,False,False,Mostly Positive,71,35,0.0,0.0,0.0,True
1809930,Christmas With My Family - Jigsaw Puzzle,2021-12-04,True,False,False,Positive,100,19,0.79,1.99,60.0,True
493620,VR Disc Golf,2016-07-18,True,False,False,Mostly Positive,75,12,9.99,9.99,0.0,True
898750,Super Robot Wars 30,2021-10-27,True,False,False,Very Positive,88,4281,59.99,59.99,0.0,True
448390,Maneki's Curse,2016-10-25,True,False,False,Mixed,56,30,0.0,0.0,0.0,True
1380290,New Witch in Town,2023-01-26,True,True,True,Negative,18,11,8.99,8.99,0.0,True
1612810,Star Chef 2: Cooking Game,2021-08-09,True,False,False,Mostly Positive,75,220,0.0,0.0,0.0,True
720730,Without Escape,2018-04-24,True,True,True,Mixed,40,20,4.99,4.99,0.0,True
1336070,Ynglet: Prologue,2021-02-18,True,True,False,Positive,82,34,0.0,0.0,0.0,True
1189750,WinTweaker,2019-12-11,True,False,False,Mixed,61,18,4.99,4.99,0.0,True
1064090,Lawnmower Game 4: The Final Cut,2019-05-10,True,False,False,Positive,91,23,1.99,1.99,0.0,True
969110,Steel Rats™ Stylish Mayhem - Skins DLC,2018-11-07,True,True,True,Positive,95,22,0.0,0.0,0.0,True
1264760,Saturn Quest: Shadow of Planetus,2020-04-14,True,False,False,Mostly Negative,38,13,2.99,2.99,0.0,True
1925760,Where Are My Mittens,2022-04-08,True,True,False,Very Positive,86,58,0.0,0.0,0.0,True
1159540,Fear the Dark Unknown,2019-12-02,True,False,False,Mostly Positive,73,104,29.99,29.99,0.0,True
396171,HELLDIVERS™ - Pistols Perk Pack,2015-12-07,True,False,False,Mostly Negative,34,91,2.99,2.99,0.0,True
1619320,Phoenix Point - Expansion Pass,2021-05-20,True,True,False,Mixed,69,13,0.0,0.0,0.0,True
537340,Guts and Glory,2018-07-19,True,True,True,Very Positive,81,1571,14.99,14.99,0.0,True
621080,Persian Nights: Sands of Wonders,2017-06-29,True,True,True,Very Positive,89,146,9.99,9.99,0.0,True
1966700,Windfolk: Sky is just the Beginning,2022-09-26,True,False,False,Positive,92,14,12.99,12.99,0.0,True
2211190,BYTE FYTE (MULTIPLAYER),2022-11-19,True,False,False,Positive,86,23,0.99,0.99,0.0,True
1380390,Dread X Collection 2,2020-08-21,True,False,False,Very Positive,95,415,9.99,9.99,0.0,True
1368870,Field of Glory II: Medieval,2021-02-04,True,False,False,Very Positive,87,286,14.99,29.99,50.0,True
557810,Clicker Guild,2016-12-16,True,False,False,Mixed,54,625,0.0,0.0,0.0,True
754320,Pixel Noir,2019-06-01,True,True,True,Positive,88,17,14.99,14.99,0.0,True
1108350,Boet Fighter,2019-10-08,True,False,False,Very Positive,88,112,14.99,14.99,0.0,True
284970,Project Root,2014-05-01,True,False,False,Mixed,46,56,9.99,9.99,0.0,True
527700,Containment Initiative,2017-04-14,True,False,False,Very Positive,89,445,9.99,9.99,0.0,True
351480,Age of Fear: The Undead King,2015-06-26,True,True,True,Very Positive,90,278,4.99,24.99,80.0,True
926340,Roman's Christmas / 罗曼圣诞探案集,2020-02-19,True,True,False,Overwhelmingly Positive,96,1257,10.99,10.99,0.0,True
804000,Expendable,2018-02-27,True,False,False,Positive,84,45,0.99,3.99,75.0,True
2148903,Cities: Skylines - Content Creator Pack: Map Pack 2,2022-12-13,True,True,True,Mostly Positive,75,33,5.99,5.99,0.0,True
1280070,Ballad of The Masked Bandits,2020-06-01,True,False,False,Mostly Positive,70,48,0.0,0.0,0.0,True
574120,Sausage Sports Club,2018-07-19,True,True,False,Mostly Positive,72,22,14.99,14.99,0.0,True
269990,Infinite Space III: Sea of Stars,2015-10-29,True,True,False,Mostly Positive,77,45,4.99,4.99,0.0,True
2169810,Mermaid,2022-10-21,True,False,False,Mixed,60,10,3.99,4.99,20.0,True
23420,Europa Universalis: Rome - Gold Edition,2008-12-18,True,False,False,Mixed,65,189,9.99,9.99,0.0,True
499210,Road Rage,2017-11-14,True,False,False,Mostly Negative,38,44,9.99,9.99,0.0,True
1558900,Pandemic Love,2021-04-27,True,False,False,Very Positive,93,211,0.0,0.0,0.0,True
1668670,snowboarding,2021-08-04,True,False,False,Mostly Positive,79,29,0.0,0.0,0.0,True
200010,Quantum Conundrum,2012-06-21,True,False,False,Very Positive,83,1549,8.99,8.99,0.0,True
1157790,I Can't Believe It's Not Gambling 2(K),2019-12-16,True,False,True,Mixed,43,48,1.99,1.99,0.0,True
967275,FSX Steam Edition: VFR Real Scenery NexGen 3D - Vol. 1: Southern England and South Wales Add-On,2019-04-10,True,False,False,Mostly Negative,23,17,37.99,37.99,0.0,True
1543470,aMAZE Gears 3,2021-02-18,True,False,False,Positive,81,11,1.99,1.99,0.0,True
444670,Super Impossible Road,2016-05-11,True,True,False,Very Positive,88,80,14.99,14.99,0.0,True
2576800,MK1: Shang Tsung,2023-09-19,True,False,False,Mostly Negative,38,59,8.0,0.0,0.0,True
249910,Forge - Starter Pack,2013-08-19,True,False,False,Negative,15,13,6.99,6.99,0.0,True
2341920,三國立志傳2,2023-03-24,True,False,False,Positive,85,48,7.99,7.99,0.0,True
748890,Choice of Rebels: Uprising,2017-11-09,True,True,True,Very Positive,90,117,7.99,7.99,0.0,True
900790,Bunny Minesweeper,2018-08-10,True,False,True,Very Positive,90,51,2.99,2.99,0.0,True
640970,In Game Adventure: Legend of Monsters,2017-06-29,True,False,True,Mostly Positive,75,124,0.0,0.0,0.0,True
816090,Space Hulk: Deathwing Enhanced Edition,2018-05-22,True,False,False,Mostly Positive,71,6624,29.99,29.99,0.0,True
1096890,3D Custom Lady Maker - Summer Style Pack,2019-06-27,True,False,False,Mixed,63,11,2.99,2.99,0.0,True
18400,Crazy Machines 2,2015-05-29,True,False,False,Mixed,58,105,9.99,9.99,0.0,True
657590,Grav Blazer,2017-07-17,True,False,False,Mixed,60,53,4.99,4.99,0.0,True
969220,Up in the Air,2020-02-21,True,False,False,Positive,84,32,0.0,0.0,0.0,True
654080,Der einzig wahre Auserwählte,2017-08-02,True,True,True,Positive,92,13,7.99,7.99,0.0,True
577470,Last Days Of Tascaria,2019-10-04,True,False,False,Mostly Positive,75,20,7.99,7.99,0.0,True
619280,Gloom,2017-04-13,True,True,True,Very Positive,83,476,9.99,9.99,0.0,True
677820,BusinessMan,2017-07-28,True,False,False,Mixed,45,20,8.99,8.99,0.0,True
851850,DRAGON BALL Z: KAKAROT,2020-01-16,True,False,False,Very Positive,93,32924,60.0,0.0,0.0,True
1577530,Spider-Robots War,2021-04-02,True,False,False,Mixed,66,24,2.99,2.99,0.0,True
27940,Dead Horde,2011-07-27,True,False,False,Mostly Negative,35,432,2.99,5.99,50.0,True
500,Left 4 Dead,2008-11-17,True,True,False,Overwhelmingly Positive,96,41569,10.0,0.0,0.0,True
272710,The LEGO® Movie - Videogame DLC - Wild West Pack,2014-02-07,True,False,False,Mixed,63,30,2.99,2.99,0.0,True
1815933,Ruined King: A League of Legends Story™ - Lost & Found Weapon Pack,2021-11-16,True,False,False,Mostly Negative,20,83,4.99,4.99,0.0,True
1898990,Jigsaw Pink,2022-03-08,True,False,False,Positive,100,14,0.74,0.99,25.0,True
1702740,Who dies first,2022-03-01,True,False,False,Positive,82,29,0.37,1.99,81.0,True
1071240,Earthlingo,2019-10-17,True,False,True,Very Positive,96,128,0.0,0.0,0.0,True
439440,Of Carrots And Blood,2016-03-25,True,True,False,Mostly Positive,76,38,2.99,2.99,0.0,True
1415630,River Attack,2020-10-23,True,False,False,Positive,90,11,0.99,0.99,0.0,True
671170,Great eSports Manager,2017-08-16,True,True,True,Very Positive,84,89,9.99,9.99,0.0,True
327090,Out of Reach,2018-07-13,True,True,True,Mixed,56,2333,14.99,14.99,0.0,True
931920,Hiveswap Friendsim - Volume Eleven,2018-09-03,True,True,True,Positive,100,19,0.0,0.0,0.0,True
255520,Viscera Cleanup Detail: Shadow Warrior,2013-10-11,True,False,False,Mostly Positive,79,1928,0.0,0.0,0.0,True
800240,Ghostly Matter,2018-07-12,True,False,False,Mixed,62,35,9.99,9.99,0.0,True
382350,Devil's Bluff,2015-10-28,True,True,False,Mixed,50,85,3.99,3.99,0.0,True
1161270,Freud Gate,2019-12-04,True,False,False,Mostly Positive,78,386,0.0,0.0,0.0,True
2302820,FAS: Fight Action Sandbox,2023-04-19,True,False,False,Positive,91,24,4.89,6.99,30.0,True
645450,Gravity Quest,2017-06-23,True,True,False,Mixed,60,38,0.89,2.99,70.0,True
913820,MMA Simulator,2018-09-25,True,False,False,Mixed,40,20,9.99,9.99,0.0,True
299500,International Snooker,2014-05-30,True,False,False,Mixed,65,343,5.99,5.99,0.0,True
11610,Dragon Nest,2012-12-18,True,False,False,Mostly Positive,72,2247,0.0,0.0,0.0,True
691320,Gun Club VR,2018-08-27,True,False,False,Mostly Positive,79,569,19.99,19.99,0.0,True
2079710,Fantôme,2022-08-11,True,False,True,Mixed,60,28,4.99,4.99,0.0,True
1581880,Super Mega Zero,2022-04-20,True,False,False,Positive,100,15,9.99,9.99,0.0,True
1002490,Roulette Simulator 2,2018-12-31,True,False,False,Mixed,57,21,0.99,0.99,0.0,True
2387780,龙傲天的多元宇宙,2023-05-24,True,False,False,Mixed,40,54,0.0,0.0,0.0,True
594184,Blackwake Official Soundtrack,2017-03-02,True,True,False,Positive,100,27,5.99,5.99,0.0,True
1284870,Ultreïa,2021-05-31,True,False,False,Positive,95,43,1.39,13.99,90.0,True
285380,On The Road - Truck Simulator,2019-11-14,True,True,False,Mixed,51,830,29.99,29.99,0.0,True
826540,Audio Trip,2022-12-19,True,False,False,Very Positive,89,224,19.99,19.99,0.0,True
1103840,Frostpunk Digital Artbook,2019-08-27,True,True,False,Very Positive,89,95,0.0,0.0,0.0,True
1028170,Tahko Alpine Ski,2019-02-25,True,False,False,Positive,89,47,0.0,0.0,0.0,True
666640,Empire - Wargame of new Century,2018-11-06,True,False,False,Mixed,60,10,6.99,6.99,0.0,True
593670,Sponchies,2017-09-27,True,False,False,Positive,86,46,0.0,0.0,0.0,True
556392,Steep™ - Extreme Pack,2017-06-27,True,False,False,Mostly Positive,79,74,9.99,9.99,0.0,True
1028420,Paper Memories - Comics from To the Moon & Finding Paradise,2019-03-08,True,True,True,Very Positive,100,71,1.99,1.99,0.0,True
786990,SpellKeeper,2018-04-03,True,True,False,Positive,90,33,0.51,3.99,87.0,True
1269310,MasterPlan,2021-01-26,True,True,True,Very Positive,90,64,19.99,19.99,0.0,True
1347751,PAYDAY 2: Weapon Color Pack 2,2020-06-30,True,False,True,Very Positive,93,100,2.99,2.99,0.0,True
1048100,Peekaboo,2019-08-07,True,False,False,Very Positive,80,2741,5.99,5.99,0.0,True
1140640,Gunvolt Chronicles: Luminous Avenger iX - Kohaku DLC Outfit - 'Lolawear',2019-09-25,True,False,False,Positive,100,16,0.0,0.0,0.0,True
2236330,Demonic Labyrinth,2022-12-24,True,False,False,Mixed,58,12,60.0,60.0,0.0,True
361550,Cradle,2015-07-24,True,False,True,Mixed,68,1657,12.99,12.99,0.0,True
1400260,Legendary Journeys,2020-09-07,True,False,False,Positive,95,20,11.99,11.99,0.0,True
837220,Doodle Tanks,2020-03-13,True,True,True,Mixed,55,18,7.99,7.99,0.0,True
1873230,Cursed Exped,2022-07-10,True,False,False,Mixed,64,14,3.99,7.99,50.0,True
210561,Sniper Elite V2 - Kill Hitler + 2 Rifles,2012-06-06,True,False,False,Mixed,63,41,7.99,7.99,0.0,True
782300,Unstoppable Hamster,2018-01-24,True,False,False,Mostly Positive,72,47,1.99,1.99,0.0,True
2079230,Resonance,2022-09-28,True,False,False,Mostly Negative,27,11,0.0,0.0,0.0,True
2282200,Echo Storm,2023-03-16,True,False,False,Positive,81,11,4.99,4.99,0.0,True
497680,Plates,2016-08-19,True,True,True,Mostly Positive,77,45,0.99,0.99,0.0,True
2154970,CarX Drift Racing Online - Engine Swaps Unlock,2022-11-21,True,False,False,Mixed,47,23,4.99,4.99,0.0,True
1758200,ITRP _ Gas Prison,2021-10-08,True,False,False,Positive,82,17,0.0,0.0,0.0,True
587570,Elsewhere High: Chapter 1 - A Visual Novel,2017-03-31,True,True,False,Mixed,66,69,0.0,0.0,0.0,True
2130590,PUNCH FIT,2022-09-11,True,False,False,Mostly Positive,75,88,0.0,0.0,0.0,True
1009820,Dead by Daylight - Demise of the Faithful Chapter,2019-03-19,True,False,False,Very Positive,80,631,6.99,6.99,0.0,True
654400,Shank n' Bake,2020-04-29,True,True,False,Positive,90,31,3.99,3.99,0.0,True
386320,Naninights,2015-07-24,True,False,False,Mostly Negative,29,17,0.0,0.0,0.0,True
704740,Life is Strange: Before the Storm Episode 3,2017-12-19,True,True,True,Very Positive,86,228,0.0,0.0,0.0,True
529240,Creature Clicker - Capture Train Ascend!,2017-04-28,True,False,False,Mixed,48,165,1.99,1.99,0.0,True
1565580,Mini Island: Spring,2021-03-19,True,False,False,Positive,81,11,2.99,2.99,0.0,True
888650,Northgard - Sváfnir Clan of the Snake,2018-07-19,True,True,True,Mostly Positive,75,192,4.99,4.99,0.0,True
1669000,Age of Wonders 4,2023-05-02,True,False,False,Very Positive,80,7770,50.0,0.0,0.0,True
1267860,Hinterhalt 3,2020-04-25,True,True,True,Mostly Positive,70,20,3.99,3.99,0.0,True
929430,Mahjong Magic Journey 2,2018-11-16,True,True,False,Mixed,55,18,4.99,4.99,0.0,True
914020,Gibbous -  A Cthulhu Adventure,2019-08-07,True,True,True,Very Positive,88,1622,19.99,19.99,0.0,True
1574750,Super Retro Fighter,2021-04-11,True,False,False,Mostly Positive,75,52,11.99,11.99,0.0,True
434680,Lamia's Game Room,2016-02-16,True,True,False,Mixed,68,113,0.49,0.99,50.0,True
1746560,Blacken Slash,2022-07-22,True,True,True,Positive,100,22,9.99,9.99,0.0,True
1703230,Colors!,2021-08-06,True,False,False,Very Positive,83,74,0.99,0.99,0.0,True
793990,Dupio,2018-03-06,True,False,False,Mixed,45,11,9.99,9.99,0.0,True
592120,Glyphs Apprentice,2017-03-16,True,False,False,Mixed,66,12,0.99,0.99,0.0,True
225823,Borderlands 2: Siren Madness Pack,2013-01-22,True,True,True,Mixed,67,74,0.99,0.99,0.0,True
995651,Warhammer 40000: Inquisitor - Martyr - Corrosive Footprints,2019-01-04,True,False,False,Mostly Negative,33,15,1.99,1.99,0.0,True
300120,Blade Kitten: Episode 2,2015-03-16,True,False,False,Positive,83,30,4.99,4.99,0.0,True
1942100,Escape Simulator: Steampunk DLC,2022-06-06,True,True,True,Very Positive,83,187,4.0,0.0,0.0,True
982580,女巫与六便士 the sibyl and sixpence,2018-12-31,True,False,False,Very Positive,83,456,0.99,0.99,0.0,True
3910,Sid Meier's Civilization® III Complete,2006-10-25,True,False,False,Very Positive,91,4180,1.24,4.99,75.0,True
861885,Train Simulator: ÖBB 1144 & CityShuttle Wiesel Loco Add-On,2018-11-01,True,False,False,Mostly Positive,77,31,19.99,19.99,0.0,True
1456290,BoltBreak,2021-02-01,True,False,False,Positive,84,38,0.0,0.0,0.0,True
1176460,They Came From a Communist Planet,2019-11-11,True,False,False,Very Positive,88,153,0.0,0.0,0.0,True
1407790,Earth Attack,2020-09-14,True,False,False,Positive,96,25,9.99,9.99,0.0,True
605110,VR Chair Games,2017-04-04,True,False,False,Mostly Negative,31,19,0.99,0.99,0.0,True
293660,TRI: Of Friendship and Madness,2014-10-09,True,True,True,Very Positive,85,334,14.99,14.99,0.0,True
